category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
indica,red dwarf, relaxed, uplifted, focused, sleepy, happy , fatigue, pain, stress, depression, insomnia , dry mouth, dry eyes, dizzy, headache, paranoid ,1. pine,2. earthy,3. orange,27.0,n,n,n,n,n,n,n
indica,red eye og, relaxed, happy, euphoric, giggly, uplifted , fatigue, insomnia, stress, pain, lack of appetite , dry eyes, dry mouth, dizzy, anxious, headache ,1. earthy,2. pungent,3. pine,34.0,n,n,n,n,n,n,n
sativa,red haze, energetic, happy, uplifted, euphoric, focused , stress, depression, pain, fatigue, insomnia , dry mouth, dry eyes, paranoid, dizzy, headache ,1. woody,2. earthy,3. tobacco,42.0,nevilles haze,south american,n,n,n,n,n
sativa,red headed stranger, energetic, happy, focused, uplifted, euphoric , stress, depression, pain, headaches, fatigue , dry mouth, dry eyes, anxious, dizzy, paranoid ,1. spicy/herbal,2. sweet,3. earthy,173.0,willys wonder,haze,n,n,n,n,n
hybrid,red poison, euphoric, happy, relaxed, hungry, uplifted , stress, depression, lack of appetite, pain, headaches , dry eyes, dry mouth, dizzy, headache ,,1. earthy,2. citrus,3. woody,32.0,green poison,hindu kush,n,n,n,n,n
hybrid,red rhino, creative, euphoric, giggly, hungry, uplifted ,,,,,,,,,,,1. earthy,2. mint,3. spicy/herbal,2.0,master kush,n,n,n,n,n,n
hybrid,red velvet pie, euphoric, happy, giggly, hungry, uplifted , depression, fatigue, lack of appetite, stress ,, dry eyes ,,,,,1. sweet,,,7.0,cherry pie,n,n,n,n,n,n
hybrid,red widow, happy, giggly, relaxed, sleepy, energetic , inflammation, insomnia, lack of appetite, pain, stress , dry mouth, paranoid ,,,,1. earthy,2. butter,3. skunk,10.0,red dragon,white widow,n,n,n,n,n
hybrid,redd cross, relaxed, sleepy, focused, tingly, euphoric , depression, pain, insomnia, muscle spasms, nausea , dizzy, dry mouth, dry eyes ,,,1. chemical,2. earthy,,5.0,spirit of 76,afghani,n,n,n,n,n
hybrid,redding og, euphoric, giggly, happy, hungry, relaxed , depression, insomnia, lack of appetite, nausea, pain ,,,,,,,,,,n,n,n,n,n,n,n
indica,redwood kush, relaxed, happy, sleepy, euphoric, uplifted , stress, pain, insomnia, nausea, lack of appetite , dry mouth, dry eyes, dizzy, headache, paranoid ,1. woody,2. earthy,3. pine,200.0,n,n,n,n,n,n,n
indica,remedy, relaxed, happy, focused, euphoric, talkative , pain, stress, inflammation, headaches, insomnia , dry mouth, anxious, dry eyes, headache, paranoid ,1. flowery,2. skunk,3. earthy,111.0,cannatonic,afghan skunk,n,n,n,n,n
hybrid,remo chemo, euphoric, happy, hungry, relaxed, sleepy , spasticity, depression, inflammation, insomnia, pain , dry eyes, dry mouth ,,,,1. pepper,2. spicy/herbal,3. earthy,3.0,n,n,n,n,n,n,n
hybrid,rene, happy, uplifted, relaxed, energetic, aroused , stress, depression, pain, headaches, insomnia , dry eyes, paranoid, dry mouth, headache, anxious ,1. earthy,2. sweet,3. rose,,afghani,skunk no 1,n,n,n,n,n
hybrid,rene mist, happy, hungry, relaxed, uplifted, aroused , pain, stress, depression, lack of appetite, muscle spasms , dizzy, dry eyes, dry mouth ,,,1. earthy,2. flowery,3. rose,,cannatonic,rene,n,n,n,n,n
hybrid,richie rich, happy, energetic, talkative, euphoric, creative , stress, pain, headaches, cramps, eye pressure , dry mouth, dry eyes ,,,,1. sweet,2. lemon,3. mango,4.0,northern lights 5,skunk no 1,n,n,n,n,n
hybrid,riddler og, aroused, creative, focused, giggly, happy , inflammation, depression, headaches, insomnia, lack of appetite , anxious, dizzy, dry eyes, dry mouth ,,1. earthy,2. flowery,3. pungent,,sour dubble,master kush,n,n,n,n,n
sativa,ridge berry, relaxed, sleepy, aroused, energetic, euphoric , fatigue, nausea, stress ,,, anxious, dizzy ,,,,1. earthy,2. chemical,3. flowery,,chems sister,sour dubble,n,n,n,n,n
hybrid,ringos gift, relaxed, uplifted, happy, focused, sleepy , inflammation, pain, stress, depression, insomnia , dry mouth, dry eyes, headache, anxious ,,1. earthy,2. citrus,3. nutty,117.0,harle-tsu,acdc,n,n,n,n,n
indica,rip city purps, relaxed, euphoric, happy, hungry, uplifted , cramps, depression, inflammation, insomnia, muscle spasms ,,,,,,1. earthy,2. flowery,3. grape,6.0,purple urkle,sin city kush,n,n,n,n,n
hybrid,ripped bubba, happy, relaxed, uplifted, creative, hungry , fatigue, eye pressure, headaches, nausea, stress , dry mouth, dry eyes, headache, dizzy, anxious ,1. earthy,2. citrus,3. lemon,79.0,pre-98 bubba kush,jack the ripper,n,n,n,n,n
hybrid,rise ‘n’ shine, happy, energetic, tingly, giggly, talkative , fatigue, depression, headaches, lack of appetite, eye pressure , dry mouth, dry eyes ,,,,1. citrus,2. mango,3. berry,4,green crack,sour bubble,n,n,n,n,n
hybrid,river song, aroused, energetic, euphoric, hungry, relaxed ,,,,,,,,,,,,,,3.0,dr who,blue j,n,n,n,n,n
hybrid,road dawg, happy, relaxed, talkative, uplifted, euphoric , stress, headaches, depression, lack of appetite, pain , dry mouth, dry eyes, paranoid, dizzy, anxious ,1. diesel,2. chemical,3. ammonia,13.0,stardawg,biker kush,n,n,n,n,n
hybrid,rob ford kush, relaxed, happy, giggly, sleepy, creative , stress, pain, depression, insomnia, lack of appetite , dry eyes, dry mouth ,,,,1. lemon,2. strawberry,3. sweet,11.0,n,n,n,n,n,n,n
sativa,robert plant, euphoric, relaxed, creative, hungry, uplifted , headaches, insomnia, lack of appetite, nausea, depression , dizzy, dry eyes, dry mouth ,,,1. earthy,2. woody,3. pine,4.0,blue dream,rebel god smoke,n,n,n,n,n
indica,rockbud, relaxed, sleepy, euphoric, hungry, happy , stress, muscle spasms, depression, pain, nausea , dry mouth, dry eyes, dizzy, headache, paranoid ,1. skunk,2. pungent,3. blue cheese,13.0,super skunk,afghani,afghan hawaiian,n,n,n,n
hybrid,rocket fuel, relaxed, focused, uplifted, euphoric, happy , stress, depression, nausea, pain, headaches , anxious, dry eyes, dry mouth ,,,1. diesel,2. earthy,3. woody,21.0,jet fuel,face off og,n,n,n,n,n
indica,rocklock, relaxed, uplifted, energetic, talkative, happy , stress, muscle spasms, nausea, inflammation, cramps , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. sweet,2. woody,3. earthy,59.0,warlock,rockstar,n,n,n,n,n
indica,rockstar, relaxed, sleepy, happy, uplifted, euphoric , stress, headaches, pain, lack of appetite, depression , anxious, paranoid, dry eyes, dry mouth, dizzy ,1. earthy,2. woody,3. diesel,327.0,rockbud,sensi star,n,n,n,n,n
indica,rockstar kush, relaxed, happy, sleepy, euphoric, hungry , insomnia, stress, lack of appetite, fatigue, inflammation , dry mouth, dry eyes, paranoid, headache, anxious ,1. earthy,2. skunk,3. woody,84.0,rockstar,bubba kush,n,n,n,n,n
indica,rockstar master kush, relaxed, hungry, focused, euphoric, happy , stress, pain, inflammation, depression, insomnia , dry mouth, dry eyes, dizzy, headache ,,1. earthy,2. pine,3. sweet,27.0,master kush,sensi star,afghani,n,n,n,n
hybrid,rocky dennis, relaxed, sleepy, euphoric, happy, uplifted , stress, depression, pain, fatigue, headaches , dry mouth, dizzy, dry eyes ,,,1. earthy,2. citrus,3. flowery,29.0,flo,sour dubble,n,n,n,n,n
indica,rocky mountain blueberry, euphoric, happy, relaxed, uplifted, giggly , stress, depression, pain, fatigue, headaches , dry eyes, dry mouth, paranoid ,,,1. blueberry,2. berry,3. sweet,17.0,shishkaberry,blueberry,n,n,n,n,n
hybrid,rocky mountain high, euphoric, uplifted, relaxed, creative, focused , pain, nausea, stress, depression, fatigue , anxious, paranoid, dry mouth, dizzy, dry eyes ,1. earthy,2. skunk,3. citrus,19.0,n,n,n,n,n,n,n
indica,rollex og kush, happy, relaxed, hungry, giggly, euphoric , stress, depression, lack of appetite, inflammation, eye pressure , dry mouth, dry eyes, paranoid, headache ,,1. earthy,2. sweet,3. pine,55.0,white fire og,kuchi,n,n,n,n,n
hybrid,rolls choice, happy, uplifted, relaxed, euphoric, tingly , nausea, lack of appetite, pain, stress, depression , dry mouth, dry eyes, headache, dizzy, anxious ,1. diesel,2. pungent,3. earthy,55.0,chemdawg,og kush,n,n,n,n,n
hybrid,romping goddess, happy, hungry, energetic, euphoric, creative , stress, nausea, pain, insomnia, muscle spasms , dizzy, dry eyes, dry mouth ,,,1. earthy,2. pine,3. tree fruit,,n,n,n,n,n,n,n
indica,romulan, relaxed, sleepy, happy, euphoric, hungry , stress, pain, insomnia, depression, lack of appetite , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. earthy,2. pine,3. sweet,811.0,north american indica,white rhino,n,n,n,n,n
hybrid,romulan grapefruit, relaxed, happy, uplifted, focused, tingly , stress, depression, pain, fatigue, insomnia , dry mouth, dry eyes, dizzy, anxious, headache ,1. grapefruit,2. citrus,3. earthy,73.0,n,n,n,n,n,n,n
hybrid,romulan haze, relaxed, happy, energetic, uplifted, hungry , pain, inflammation, depression, eye pressure, fatigue , dry mouth, dry eyes, anxious, paranoid ,,1. pungent,2. citrus,3. skunk,8.0,super silver haze,romulan,n,n,n,n,n
sativa,root beer kush, euphoric, relaxed, creative, happy, focused , depression, pain, headaches, inflammation, stress , dry mouth, paranoid, anxious, dry eyes ,,1. vanilla,2. berry,3. sweet,35.0,n,n,n,n,n,n,n
indica,rose bud, relaxed, happy, euphoric, creative, uplifted , headaches, stress, pain, depression, insomnia , dry eyes, dry mouth, anxious, dizzy, paranoid ,1. peach,2. rose,3. flowery,22.0,n,n,n,n,n,n,n
hybrid,royal chemdawg, relaxed, happy, creative, hungry, sleepy , stress, inflammation, pain, headaches, insomnia , dizzy, dry eyes ,,,,1. lemon,2. citrus,3. diesel,16.0,chemdawg 91,deadhead og,n,n,n,n,n
hybrid,royal dwarf, happy, relaxed, uplifted, hungry, talkative , insomnia, stress, pain, depression, muscle spasms , dry mouth, dry eyes, dizzy ,,,1. pine,2. skunk,3. lemon,15.0,skunk no 1,n,n,n,n,n,n
sativa,royal haze, happy, creative, uplifted, euphoric, energetic , depression, stress, pain, fatigue, eye pressure , dry mouth, dry eyes, headache ,,,1. citrus,2. woody,3. earthy,29.0,haze,northern lights,skunk no 1,n,n,n,n
hybrid,royal highness, energetic, happy, relaxed, uplifted, focused , pain, stress, lack of appetite, headaches, fatigue , dry mouth, anxious, dry eyes, headache ,,1. sweet,2. pineapple,3. diesel,43.0,dancehall,n,n,n,n,n,n
hybrid,royal kush, relaxed, euphoric, sleepy, tingly, happy , cramps, stress, insomnia, pain, depression , headache, dry mouth, dry eyes, dizzy, paranoid ,1. earthy,2. skunk,3. tree fruit,187.0,afghani,skunk no 1,n,n,n,n,n
hybrid,royal tree sherbet, relaxed, happy, uplifted ,,, inflammation, lack of appetite, stress ,,,,,,,,1. tropical,2. berry,3. earthy,,platinum girl scout cookies,n,n,n,n,n,n
hybrid,rozé, euphoric, uplifted, creative, relaxed, tingly , depression, stress, muscle spasms, inflammation, pain , dizzy, dry eyes, dry mouth ,,,1. lemon,2. lime,3. orange,5,zkittlez,n,n,n,n,n,n
hybrid,rubicon, happy, relaxed, uplifted, giggly, focused , eye pressure, stress, inflammation, pain, fatigue , dry mouth, dry eyes, anxious ,,,1. flowery,2. sage,3. pungent,23.0,n,n,n,n,n,n,n
hybrid,rudeboi og, relaxed, euphoric, focused, creative, happy , stress, depression, fatigue, muscle spasms, inflammation , dry mouth, anxious, dry eyes, paranoid, dizzy ,1. pine,2. pungent,3. sweet,71.0,face off og,irene og,n,n,n,n,n
hybrid,rug burn og, euphoric, relaxed, sleepy, happy, uplifted , depression, insomnia, lack of appetite, stress, pain , dry mouth, dry eyes, dizzy, anxious ,,1. earthy,2. citrus,3. diesel,121.0,ghost og,n,n,n,n,n,n
indica,russian assassin, euphoric, relaxed, aroused, happy, sleepy , pain, stress, headaches, muscle spasms, nausea , dry mouth, headache, anxious, dry eyes, paranoid ,1. earthy,2. diesel,3. woody,21.0,skywalker,lemon og kush,headband,n,n,n,n
sativa,russian doll, focused, talkative, creative, relaxed, euphoric , stress, depression, eye pressure, headaches ,, dry eyes, dry mouth, dizzy, anxious ,,1. tree fruit,2. flowery,3. rose,6.0,northern lights,ak-47,n,n,n,n,n
hybrid,russian rocket fuel, happy, relaxed, energetic, euphoric, uplifted , stress, pain, depression, nausea, lack of appetite , dry mouth, dry eyes, paranoid, dizzy ,,1. diesel,2. earthy,3. spicy/herbal,25.0,nyc diesel,n,n,n,n,n,n
indica,russian roulette, euphoric, relaxed, sleepy ,,,,,,,,,,,,,1. earthy,2. skunk,,1.0,n,n,n,n,n,n,n
hybrid,safety meeting, happy, tingly, relaxed, focused, giggly , pain, headaches, stress, inflammation, insomnia , dry eyes, dry mouth ,,,,1. berry,2. flowery,3. skunk,3.0,9 pound hammer,n,n,n,n,n,n
hybrid,sage, happy, relaxed, euphoric, uplifted, creative , pain, depression, lack of appetite, stress, headaches , dry mouth, dry eyes, headache, dizzy, paranoid ,1. sage,2. woody,3. flowery,276.0,haze,afghani,n,n,n,n,n
sativa,sage n sour, happy, uplifted, energetic, giggly, hungry , stress, depression, pain, lack of appetite, fatigue , dry mouth, dry eyes, paranoid, dizzy, anxious ,1. sage,2. earthy,3. spicy/herbal,219.0,sage,sour diesel,n,n,n,n,n
hybrid,sage walker, euphoric, focused, hungry, relaxed, talkative , eye pressure, nausea ,,,, dry mouth, dry eyes ,,,,1. menthol,2. sage,,2.0,albert walker,sage,n,n,n,n,n
indica,salmon river og, relaxed, euphoric, happy, sleepy, uplifted , stress, pain, insomnia, depression, inflammation , dry mouth, dry eyes, anxious, headache, dizzy ,1. berry,2. spicy/herbal,3. flowery,66.0,pre-98 bubba kush,blue heron,n,n,n,n,n
sativa,santa maria, happy, energetic, relaxed, uplifted, giggly , stress, depression, lack of appetite, pain, headaches , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. sweet,2. grapefruit,3. earthy,90.0,silver pearl,n,n,n,n,n,n
sativa,santa sativa, energetic, aroused, euphoric, hungry, happy , lack of appetite, stress, eye pressure, fatigue, spasticity , dizzy, dry eyes, anxious, dry mouth, headache ,1. blueberry,2. berry,3. earthy,6.0,haze,northern lights,n,n,n,n,n
hybrid,sapphire scout, relaxed, happy, euphoric, uplifted, creative , stress, insomnia, depression, lack of appetite, pain , anxious, dry eyes, dry mouth ,,,1. sweet,2. berry,3. blueberry,14.0,girl scout cookies,true og,n,n,n,n,n
hybrid,sapphire star, happy, hungry, uplifted, focused, euphoric , depression, pain, lack of appetite, cramps, insomnia , dry eyes, dizzy, dry mouth, paranoid, anxious ,1. grape,2. lavender,3. blueberry,24.0,blue hawaiian,god bud,n,n,n,n,n
hybrid,sasquatch sap, creative, happy, euphoric, energetic, talkative , insomnia, lack of appetite, stress, depression, fatigue , dry mouth, anxious, dry eyes, paranoid ,,1. sage,2. skunk,3. pine,9.0,chems sister,chocolate diesel,n,n,n,n,n
indica,satellite og, euphoric, happy, relaxed, creative, sleepy , stress, depression, insomnia, lack of appetite, headaches , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. pungent,2. earthy,3. sweet,43.0,og kush,sfv og,n,n,n,n,n
hybrid,satori, focused, uplifted, creative, happy, energetic , stress, pain, insomnia, muscle spasms, lack of appetite , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. woody,2. earthy,3. citrus,67.0,lucid dream,n,n,n,n,n,n
hybrid,satsuma, euphoric, happy, relaxed, uplifted, giggly , depression, fatigue, stress ,,,,,,,,1. apricot,2. berry,3. flowery,2.0,snow lotus,n,n,n,n,n,n
hybrid,saturn og, happy, relaxed, sleepy, euphoric, uplifted , depression, stress, nausea, insomnia, pain , dizzy, dry mouth, dry eyes, paranoid, anxious ,1. earthy,2. pungent,3. citrus,40.0,n,n,n,n,n,n,n
hybrid,savage citrus sunshine, sleepy, aroused, creative, energetic, euphoric , fatigue, cramps, depression, eye pressure, inflammation , anxious, dry eyes, dry mouth, paranoid, dizzy ,1. chemical,2. citrus,3. earthy,2.0,citrus sunshine haze,n,n,n,n,n,n
hybrid,savants grail, aroused, euphoric, focused, giggly, happy ,,,,,, dry mouth ,,,,,1. chemical,2. earthy,3. flowery,4.0,n,n,n,n,n,n,n
sativa,schrom, happy, uplifted, relaxed, creative, focused , pain, stress, depression, lack of appetite, muscle spasms , dry mouth, headache, dry eyes ,,,1. lemon,2. citrus,3. lime,28.0,n,n,n,n,n,n,n
hybrid,scooby snacks, relaxed, uplifted, euphoric, happy, sleepy , depression, stress, pain, headaches, nausea , headache, dry mouth, dry eyes ,,,1. sweet,2. earthy,3. pine,177,platinum girl scout cookies,face off og,n,n,n,n,n
hybrid,scotts og, relaxed, sleepy, euphoric, happy, uplifted , stress, pain, depression, insomnia, lack of appetite , dry eyes, dry mouth, dizzy, anxious, headache ,1. earthy,2. lemon,3. pungent,120.0,triangle kush,rare dankness 1,n,n,n,n,n
hybrid,scouts honor, relaxed, happy, euphoric, hungry, sleepy , depression, lack of appetite, stress, insomnia, cramps , dry mouth, anxious, dizzy, paranoid ,,1. earthy,2. pungent,3. flowery,19.0,og kush,n,n,n,n,n,n
hybrid,scroopy noopers, euphoric, relaxed, hungry, creative, sleepy , nausea, pain, inflammation, insomnia, lack of appetite , dry mouth ,,,,,1. coffee,2. pungent,3. butter,9.0,gsc,stardawg,n,n,n,n,n
indica,seattle blue, euphoric, uplifted, relaxed, happy, creative , pain, stress, insomnia, muscle spasms, headaches , dry mouth, dry eyes, anxious, dizzy, paranoid ,1. sweet,2. flowery,3. berry,20.0,n,n,n,n,n,n,n
sativa,seattle cough, creative, uplifted, happy, energetic, euphoric , depression, fatigue, inflammation, stress, nausea , dry mouth, dry eyes, paranoid, dizzy, headache ,1. pine,2. citrus,3. grapefruit,52.0,haze,northern lights 5,n,n,n,n,n
hybrid,seattle summer, creative, euphoric, happy, uplifted, energetic , fatigue, headaches, stress ,,,,,,,,1. butter,2. orange,3. sweet,2.0,gorilla cookies,n,n,n,n,n,n
hybrid,seattlesoda, euphoric, relaxed, happy, creative, aroused , depression ,,,,, anxious, dry mouth, paranoid ,,,1. earthy,2. berry,3. blueberry,8.0,uw,n,n,n,n,n,n
indica,secret garden og, euphoric, focused, happy, creative, energetic ,,,,,,,,,,,1. flowery,2. honey,3. lavender,3.0,lavender,rug burn og,n,n,n,n,n
hybrid,secret recipe, relaxed, creative, happy, uplifted, focused , stress, nausea, lack of appetite, depression, pain , dry eyes, dry mouth, anxious, paranoid, dizzy ,1. earthy,2. diesel,3. sweet,52.0,chemdawg,abusive og,sour diesel,n,n,n,n
indica,sensi skunk, relaxed, euphoric, happy, hungry, focused , pain, insomnia, lack of appetite, stress, depression , dry eyes, dry mouth, headache, paranoid, dizzy ,1. citrus,2. skunk,3. earthy,36.0,skunk 1,n,n,n,n,n,n
indica,sensi star, relaxed, sleepy, happy, euphoric, uplifted , pain, stress, insomnia, depression, inflammation , dry mouth, dry eyes, dizzy, anxious, paranoid ,1. earthy,2. sweet,3. pungent,633.0,n,n,n,n,n,n,n
sativa,sequoia strawberry, uplifted, energetic, happy, focused, relaxed , depression, fatigue, stress, nausea, pain , anxious, dizzy, dry eyes, dry mouth, paranoid ,1. sweet,2. berry,3. strawberry,24.0,white strawberry,white nightmare,n,n,n,n,n
